대여소 그룹,팀명,대여소 명,대여 건수
금천구,천왕3팀,3974. 안천중학교,70
강남구,학여울1팀,2304. 대현그린타워,70
서초구,이수1팀,2248. 서초리슈빌S 글로벌 앞,71
성동구,중랑2팀,569. 응봉현대아파트 정류소,71
종로구,세종로2팀,465. 삼청공원 앞,71
송파구,학여울2팀,1242. 문정 법조단지6,72
동작구,이수2팀,2068. 총신대 앞(육교),72
중구,세종로 4팀,4782. 서소문역사공원,72
강남구,학여울2팀,2403. 공무원연금매점 교차로 (개포주공9단지 입구),72
강남구,학여울2팀,3602. 한국지역난방공사강남지사,74
금천구,천왕3팀,1855. 성지아파트 옆 도로변,75
용산구,세종로3팀,812. 용산전쟁기념관,75
성동구,중랑2팀,556. 달맞이공원,76
금천구,천왕3팀,3972. 산기슭공원 앞,76
용산구,세종로3팀,855.이촌역5번출구 앞,77
중구,세종로 4팀,4760. 서울역 7번출구,77
송파구,천호2팀,4883. 위례포레샤인18단지 1812동,77
성북구,훈련원2팀,1376. 한국과학기술연구원 중문,78
동작구,이수2팀,2040. 비계 버스정류소,79
서대문구,상암1팀,3117.이화여대 인문관 인근,79
중구,훈련원1팀,4777. 약수동 주민센터,79
관악구,이수2팀,3810. 신봉천주유소 B,79
구로구,천왕1팀,2809.항동지구 11단지 1103동 앞,79
구로구,천왕1팀,3911. 항동하버리안2단지아파트 후문,80
강동구,천호1팀,1052. 리싸이클시티,80
강남구,학여울2팀,2383. 보금자리정원,80
강동구,천호1팀,1062. 고덕숲 아이파크 2,81
강동구,천호1팀,1066.생태공원앞 교차로(조명탑),81
종로구,훈련원1팀,3418.창신역2번 출구,81
종로구,세종로1팀,3429.HW컨벤션센터 앞,81
강남구,학여울1팀,2354. 청담역 2번출구,81
서초구,이수2팀,2225.백석예술대학교 제3캠퍼스 앞,81
강서구,개화1팀,1200. 개화광역환승센터,82
중랑구,중랑3팀,1422. 신내우디안아파트 1단지,82
강동구,천호1팀,3539. 서원마을,82
용산구,세종로 4팀,827. 국군복지단,82
종로구,훈련원1팀,3404.서울특별시 중부교육지원청,83
서초구,이수1팀,4319. 삼성전자R&D어린이집 뒤,83
서초구,이수1팀,4309. 서초케이타운앞,83
강남구,학여울1팀,3647. 구룡역 1번 출구,83
강서구,개화1팀,3781. 강서아동복지센터,84
은평구,상암3팀,974.연신초등학교옆 마을마당,85
송파구,학여울2팀,2659.서울친환경유통센터,85
강남구,학여울1팀,3622. 은마아파트입구 사거리(1),85
강남구,학여울2팀,2376. 수서역 6번출구 앞,85
용산구,세종로 4팀,4617. 동원베네스트 건너편,86
영등포구,영남3팀,200. 국회의원회관,86
강북구,도봉4팀,1550.삼각산아이원아파트(105동 옆),86
용산구,세종로3팀,4622. 한강중학교 앞 버스정류장,86
마포구,상암1팀,4239. 성산2동 주민센터,87
용산구,세종로3팀,4611. 국제루터교회 앞,87
관악구,이수2팀,2130. 영어마을 관악캠프,87
구로구,천왕1팀,3915. 동선아파트 앞,90
마포구,상암1팀,422. 문화비축기지,90
용산구,세종로3팀,4609. 파크타워 104동 앞,91
은평구,상암3팀,969. 은평 지웰테라스,91
용산구,세종로3팀,803. 한남초교 앞 보도육교,92
송파구,천호2팀,1283. 오금공원 사거리,92
금천구,천왕3팀,1866.서울안천초등학교 옆,93
강남구,학여울1팀,2392. 구룡산 입구 (구룡산 서울둘레길 입구),93
성북구,훈련원2팀,1377. 한국과학기술연구원 북문,93
동대문구,훈련원4팀,681.서울특별시 동부교육지원청(육교),94
광진구,중랑1팀,3524. 세종대학교,94
송파구,학여울2팀,1250.문정2동 주민센터,96
동작구,이수2팀,2078.흑석 아크로리버하임(103동),96
강남구,학여울1팀,3616. 역삼중학교 앞(체육관 방향),97
서초구,이수1팀,2256.양재동 꽃시장 입구,97
성동구,중랑2팀,3551.성동도로사업소,99
강남구,학여울1팀,3620. 청담역 11번 출구,99
은평구,상암3팀,4668. 기자촌사거리,99
은평구,상암3팀,966. 서울혁신파크1,99
송파구,천호2팀,4479. 문정중학교,100
종로구,훈련원1팀,3401.창신두산아파트,100
동작구,영남2팀,2096.서울특별시 동작관악교육지원청,101
서초구,이수3팀,4315. 이투스교육 앞,101
구로구,천왕1팀,2817.천왕이펜하우스5단지 앞,102
강동구,천호1팀,3692. 둔촌오륜역 1번 출구,102
노원구,도봉2팀,4021. 중계본동 입구,102
서초구,이수1팀,2249. 우솔초등학교 맞은편,102
영등포구,영남3팀,4584. 국회2문,103
종로구,세종로1팀,3430.구기치안센터 앞,103
구로구,천왕1팀,3910. 목양전원교회 앞 로터리,103
금천구,천왕3팀,1852. 혜명양로원 담장 옆,103
성북구,훈련원2팀,1342. 성북쉼터 앞,104
강남구,학여울1팀,4902. 구역삼세무서 교차로,104
강남구,학여울1팀,2386. 크린랩 본사,104
중랑구,중랑3팀,1406. 망우청소년수련관,104
강북구,도봉4팀,3714. 송천센트레빌,106
중랑구,중랑3팀,4838.동원사거리 행복오피스텔 앞,106
동작구,이수2팀,2064. 흑석한강푸르지오 106동앞,106
강남구,학여울1팀,2390. 구룡마을 입구 (래미안블레스티지 아파트),107
중랑구,중랑3팀,4834. 용마복지센터 앞,107
은평구,상암3팀,992.북한산입구 정류장,107
중구,훈련원1팀,381. 장충체육관,107
서초구,이수3팀,2517.서초3교(효령로69길 방면),108
종로구,세종로1팀,3428.서울미술관,108
영등포구,영남3팀,4583. 의정관,108
영등포구,영남3팀,4585. 국회6문,108
은평구,상암3팀,977.신도중학교앞,108
중랑구,중랑3팀,1453. 중랑캠핑숲,109
용산구,세종로3팀,4610. 한남나인원 105동 앞,109
강서구,개화1팀,2716.롯데 R&D 센터,110
강남구,학여울1팀,2427.개포고등학교 정문앞,110
마포구,상암1팀,4247. 서울서부지방법원등기국앞,110
종로구,세종로1팀,486. 평창동주민센터 앞,110
노원구,도봉1팀,4043. 상계주공13단지 1301동,110
강남구,학여울1팀,2334. 삼호아파트 2동 ( 간선도로),110
중구,세종로 4팀,384. 종로학원본원,111
금천구,천왕3팀,1864.산호시티빌 옆,112
강남구,학여울1팀,3615. 서울 논현동우체국 앞,112
은평구,상암3팀,995.은평다목적체육관,112
서초구,이수3팀,2533.한가람미술관 앞,112
강남구,학여울1팀,3649. 구룡역 5번 출구,113
성북구,훈련원2팀,1366. 일신초등학교 옆,113
송파구,천호2팀,1291. 서울체육고등학교 앞,114
성북구,훈련원2팀,1315. 고려사대부속중고 정문,114
강남구,학여울2팀,3611. 방죽마을 입구,114
마포구,상암1팀,4244. 당인리발전소 공원 앞,116
영등포구,영남3팀,297.국회3문,116
강동구,천호1팀,1038. 강일 다솜 어린이 공원,116
강남구,학여울2팀,3637. 세곡데이케어센터,117
동작구,이수2팀,2061. 한강 현대아파트 건너편,117
중구,세종로2팀,466.롯데호텔,117
구로구,천왕1팀,2807.항동지구 1단지 105동 앞,117
동대문구,훈련원4팀,616. 서울시립대 앞,117
중구,세종로 4팀,443.호암아트홀,117
용산구,세종로 4팀,823. 효창동주민센터 앞,118
용산구,세종로3팀,4608. 국립중앙박물관 정문 앞,118
구로구,천왕1팀,2808.항동지구 2단지 202동 앞,119
강남구,학여울1팀,2417.선정릉 디캠프(D.CAMP)앞,120
용산구,세종로 4팀,4604. 원효로다목적체육관 앞,120
중구,세종로 4팀,4766. 서소문성지역사박물관,120
강남구,학여울1팀,2318. 삼성중앙역4번출구(문화센터더 리빌),120
서대문구,상암2팀,4262. 서대문자연사박물관 입구,121
서초구,이수3팀,2519.서초2교(사임당로 방면),121
송파구,학여울2팀,4488. 문현중.고등학교 사이,121
마포구,상암1팀,491.월드컵파크 4단지,121
송파구,학여울2팀,4885. 가든파이브 리빙관,121
영등포구,영남3팀,295.영등포공원 분수대 앞,122
서초구,이수1팀,2270. 서초포레스타 7단지,123
동작구,이수2팀,2093.상도SH빌아파트 입구,123
구로구,천왕1팀,3902. 항동지구5단지 501동 앞,123
용산구,세종로3팀,869.노들섬 동측 앞,123
강북구,도봉4팀,1573.현대성우아파트 옆,123
금천구,천왕3팀,3967. 혜명양로원 담장 옆(2),124
구로구,천왕1팀,3917. 성공회대학교,124
중랑구,중랑3팀,4802. 새우개마을,124
중구,세종로 4팀,484.도동삼거리,124
동작구,영남2팀,4158. 노량진근린공원,125
송파구,학여울2팀,4863. 잠실나들목5,125
용산구,세종로 4팀,4625. 용산공원갤러리앞,125
강남구,학여울1팀,3638. 신청담나들목,125
강남구,학여울1팀,2309. 청담역(우리들병원 앞),125
중구,세종로2팀,467.한국은행,125
은평구,상암3팀,4681.박석고개(은평소방서) 앞,126
서대문구,상암2팀,3111.무악재역 4번 출구,126
성동구,중랑2팀,534. 금호사거리,126
성동구,중랑2팀,3555.양지사거리(센트라스APT 115동앞),127
도봉구,도봉3팀,1703. 도봉산광역환승센터앞,127
서초구,이수3팀,2269. 주홍교 하부,127
구로구,천왕1팀,2818.천왕이펜하우스3단지 앞,127
강동구,천호1팀,1007.암사동 선사유적지,128
도봉구,도봉3팀,1731. 도봉고등학교 맞은편,128
송파구,천호2팀,4473. 마천금호어울림 1차 102동앞,128
강남구,학여울2팀,2344. 리엔파크 2단지 앞,129
노원구,도봉1팀,1678. 성서대학교 밀알관,129
금천구,천왕3팀,1847. 독산주공 14단지 버스정류소,129
중랑구,중랑3팀,1410. 면목 대원칸타빌아파트,129
금천구,천왕3팀,1858. 500번·507번 버스 종점 앞,129
중랑구,중랑3팀,4836. 양원역 1번 출구,130
강남구,학여울1팀,2307. 압구정 한양 3차 아파트,130
도봉구,도봉3팀,1756.서울북부광역등기국,130
강남구,이수1팀,3634. 국악고교 앞 교차로,131
강남구,학여울1팀,2305. MCM 본사 직영점 앞,131
용산구,세종로3팀,4613. 서울갤러리아 앞,131
강북구,도봉4팀,3703. 신성교회 앞,131
광진구,중랑1팀,3564.나루마당,132
송파구,천호2팀,4881. 거여동사거리 송파둘레길 입구,132
종로구,세종로1팀,3403.서울특별시 교육청,133
중랑구,중랑3팀,4829. 신내동 한살림 중랑지구 북축,133
서대문구,상암2팀,3126.남가좌동 제2공영주차장,133
강동구,천호1팀,1071.명일근린공원공동체텃밭,133
중랑구,중랑3팀,4821. 동원초등학교 정문 앞,133
강동구,천호1팀,1034. 고덕동 래미안 힐스테이트,134
마포구,상암1팀,489.구룡근린공원,134
송파구,학여울2팀,1241. 문정 법조단지5,134
중랑구,중랑3팀,1463.중랑구민회관,134
도봉구,도봉3팀,1723. 방학동학마을도서관,134
동작구,이수2팀,2092.흑석한강푸르지오(110동),134
중랑구,중랑3팀,1459. 용마한신아파트사거리,134
양천구,개화2팀,741. 화곡로 입구 교차로,135
강남구,학여울2팀,3612. 은곡마을,135
강북구,도봉4팀,1513. 강북구청 뒷편,135
은평구,상암3팀,928. 은평역사한옥박물관,135
강남구,학여울1팀,2329. 르네상스호텔사거리 역삼지하보도 2번출구,136
송파구,천호2팀,4892. 성내유수지 체육공원,136
서대문구,상암1팀,4266.국민연금공단충정로사옥,136
구로구,천왕1팀,2804.항동지구 6단지 602동 앞,136
서초구,이수2팀,2284. CJ오쇼핑앞,136
성북구,훈련원2팀,1314. 정릉꿈에그린1단지 201동 앞,137
금천구,천왕3팀,1820. 신한은행 시흥대로금융센터지점,138
서초구,이수3팀,4313. 반포종합운동장,138
강남구,이수3팀,2406. 논현동 광명빌딩 앞,138
강동구,천호1팀,3661. 명일동신동아아파트 앞,138
마포구,상암1팀,3006. 상암월드컵파크5단지(상암중학교),138
구로구,천왕2팀,2825.초롱타운 앞,139
중랑구,중랑3팀,1477.면목삼익아파트 앞,139
송파구,학여울2팀,2650.위례22단지 2208동 다리앞,139
은평구,상암3팀,4672. 준빌딩 앞,139
서초구,이수3팀,2210. 반포1동 주민센터 앞,140
강남구,학여울2팀,3641. 대청역,140
강서구,개화1팀,1105. 방화근린공원,141
송파구,천호2팀,1289. 풍납토성 서성벽터B,141
마포구,상암1팀,410. 상암중학교 옆,141
중구,세종로 4팀,4772. 중앙일보,141
구로구,천왕2팀,1979. 구로1동우체국 앞,141
강서구,개화1팀,1101. 개화동상사마을종점 버스정류장,141
은평구,상암2팀,4678. 백련산로 녹번센트레빌,141
중구,훈련원1팀,479.동대입구역 3번 출구,142
서초구,이수3팀,2545.국립중앙도서관(국제회의장옆),143
강동구,천호1팀,1054. 말우물 어린이 공원,143
노원구,도봉1팀,1652. 파르코 앞,143
은평구,상암3팀,973.제각말푸르지오 5-1단지 아파트,143
서초구,이수3팀,2548.반포1동 자율방범초소 옆,143
동작구,이수2팀,2083.흑석롯데캐슬에듀포레(107동),143
금천구,천왕3팀,1816. 금천폭포공원 앞,143
은평구,상암3팀,942. 상림마을 생태공원,144
서초구,이수3팀,2535.신반포역 3번출구 뒤,144
금천구,천왕3팀,1857. 주공14단지,144
중랑구,중랑3팀,1466.두산대림아파트 삼거리,144
서초구,이수3팀,2510. JW타워,145
강동구,천호1팀,1006. 롯데캐슬 115동앞,145
동작구,영남2팀,4162. 노량진1동 청소년독서실,145
강북구,도봉4팀,1541. 삼양역,145
광진구,중랑1팀,591. 건국대학교 (행정관),146
금천구,천왕3팀,3973. 독산2동주민센터 앞,146
중구,세종로2팀,4762. 국제빌딩,146
동작구,이수2팀,2038. 동작역 7번출구,146
관악구,이수2팀,3806. 낙성대 교수아파트,146
강남구,학여울2팀,3643. 더시그넘하우스 앞,146
강동구,천호1팀,1053. 동명근린공원 진입로 (아리수로),146
동작구,이수2팀,4153. 흑석동효사정앞,146
종로구,세종로1팀,3431.로제우스 레포츠센터,147
노원구,도봉1팀,1635. 상계3.4동 주민센터 대여소,147
서대문구,상암2팀,3109.북한산더? 106동 앞,148
송파구,천호2팀,4882. 위례포레샤인18단지 1802동,148
노원구,도봉2팀,4045. 은하수 공원,148
동대문구,훈련원4팀,679.전농SK아파트 앞,148
강서구,개화2팀,3766. 강서문화센터,148
마포구,상암1팀,4245. 그랑자이 아파트,148
금천구,천왕3팀,1842. 한울중학교,149
광진구,중랑1팀,3521. 현대홈타운 뒷길,149
성북구,훈련원2팀,1393.돈암육교 하단,149
중랑구,중랑3팀,4815. 중랑데시앙플렉스 앞,149
영등포구,영남3팀,4580. 국회3문,149
강남구,학여울1팀,3630. 개포우성6차아파트 정문 앞,149
도봉구,도봉3팀,4083.도봉아이나라도서관 앞,150
광진구,중랑1팀,3543. 세종대학교(학술정보원),150
성동구,중랑2팀,3531. 논골사거리(금호도서관 입구),150
강남구,학여울1팀,2352. 서울본부세관(건설회관 앞),150
강남구,학여울1팀,3636. 삼성중앙역·플래티넘아파트 정류소,151
강동구,천호1팀,3682. 길동 동호빌딩,152
관악구,영남2팀,2184. 구암초등학교 버스정류장,152
성동구,중랑2팀,533. 금남시장 교차로,152
서초구,이수1팀,2516.본마을 노인복지센터 앞,152
종로구,세종로1팀,449. 일성아파트,152
금천구,천왕3팀,1823. 상신정비공업 앞,152
동작구,이수2팀,2027. 중앙대학교 정문 1,152
서초구,이수3팀,2235.KT 서초지사 앞,153
마포구,상암1팀,494.신수동주민센터,153
서초구,이수3팀,2282. 방배래미안아트힐 101동앞,153
송파구,천호2팀,4857. 올림픽공원 장미광장,153
중랑구,중랑3팀,1435. 능산삼거리,154
은평구,상암3팀,4667. 폭포동입구 교차로,154
서초구,이수2팀,2283. 그룹한빌딩옆,154
강동구,천호1팀,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),154
강남구,학여울2팀,2401. 밀알학교 입구 (삼성서울병원 입구),154
서대문구,상암2팀,163. 명지전문대학교 정문 앞,154
마포구,상암1팀,4240. 아현문화건강센터,154
중구,세종로2팀,469.회현역 1번출구,155
강동구,천호1팀,3659. 명일초등학교 옆,155
강남구,학여울1팀,3621. 휘문고교 사거리,155
도봉구,도봉3팀,1728. 서울북부지방법원,155
강남구,학여울1팀,2428.롯데리아 개포점앞,155
강남구,학여울1팀,2382. 역삼동 sk뷰 501동앞,155
용산구,세종로3팀,822. 이촌1동 마을공원,155
용산구,세종로3팀,858.녹사평역3번 출구,156
성동구,중랑2팀,524. 래미안금호하이리버 아파트 102동 옆,156
영등포구,영남3팀,4581. 국회소통관,156
강남구,학여울1팀,2356. 강남구청,156
광진구,중랑1팀,575. 대원중고교 입구(대하빌딩),156
강남구,학여울1팀,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,157
은평구,상암3팀,945. 기자촌 사거리,158
광진구,중랑1팀,3503. 광진유진스웰,159
용산구,세종로3팀,867.서빙고역 광장(1번출구),159
강남구,학여울1팀,2350. 래미안그레이튼102동앞,159
강서구,개화2팀,3797. 마곡수명산파크7단지 710동 앞,159
금천구,천왕2팀,1850. 코오롱테크노밸리,160
성북구,훈련원2팀,1353. 금호어울림센터힐 내,160
서초구,이수1팀,2203. 청계산입구역 2번출구,161
동작구,이수2팀,2094.숭실대학교(중문),161
구로구,천왕1팀,1943. 온수역 북측,161
서초구,이수2팀,2226. 신동아럭스빌아파트 앞,161
강서구,개화1팀,1188. 롯데중앙연구소,161
은평구,상암3팀,921. 신도고등학교,161
중구,훈련원1팀,429. 송도병원,161
중구,세종로 4팀,442.서울역 서부,162
성동구,중랑2팀,3556.신금호파크자이APT앞,162
노원구,도봉2팀,4040. 공릉로 26길,162
관악구,이수2팀,2165. JK장평타워,163
노원구,도봉2팀,2907. 월계중학교,163
용산구,세종로 4팀,851.효창 푸르지오 앞,163
강동구,천호1팀,1037. 강일리버파크 6단지,163
강남구,학여울1팀,2347. 두산건설 본사,163
강남구,학여울1팀,2371. 한국우편사업진흥원,164
강남구,학여울1팀,2363. 강남 을지병원 교차로,164
서초구,이수1팀,4329. SC제일은행 양재동지점 앞,164
강동구,천호1팀,1032. 선사고등학교,164
서초구,이수1팀,2539.대한무역투자진흥공사 KOTRA 앞,165
노원구,도봉1팀,4035. 수락 행복발전소 앞,165
성동구,중랑2팀,3557.서울숲리버뷰자이APT105동 앞,166
양천구,개화4팀,4516. 신진빌라,166
구로구,천왕1팀,1971. 오정초교 앞 보도육교,166
서초구,이수1팀,2258.구룡사 삼거리,166
용산구,세종로3팀,847. 국방부민원실옆,166
서대문구,상암1팀,3100. 북성초교,167
용산구,세종로 4팀,830. 청암자이아파트앞,167
강남구,학여울2팀,2351. 청소년수련관(수영장)앞,167
중랑구,중랑3팀,4807. 라코지스테이 앞,167
강남구,학여울1팀,3646. 선정릉역 4번 출구,167
구로구,천왕1팀,3912. 삼호아파트 앞,167
금천구,천왕2팀,1849. 대륭포스트타워5차,167
용산구,세종로3팀,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",167
중랑구,중랑3팀,4811. 한양수자인아파트 앞,168
양천구,개화4팀,710. 금옥여고보도육교,168
성동구,중랑2팀,522. 금호역 1번출구 앞,168
강북구,도봉4팀,1546. 송천동우체국,168
강동구,천호1팀,3690. 강일역 4번출구,170
강북구,도봉4팀,1558.강북문화정보도서관,170
강남구,학여울1팀,2370. 한티역 3번출구,170
동작구,영남2팀,2008. 노량진근린공원 대방공원,170
도봉구,도봉3팀,1713. 쌍문동 이안아파트 앞,170
동작구,이수2팀,2041. 사당중학교 버스정류소,171
서대문구,상암2팀,3105. 홍은센트레빌 아파트 앞,171
송파구,학여울2팀,4490. 송파파인타운 10단지 1005동,172
송파구,학여울2팀,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,172
용산구,세종로3팀,4632. 용산 푸르지오 파크타운 1단지 앞,172
도봉구,도봉3팀,1717. 시립창동운동장 입구,172
강남구,학여울1팀,2416.한티역 6번 출구,172
성북구,훈련원2팀,1347. 길음래미안아파트817동 상가 앞,173
서초구,이수3팀,4304. 서울고앞,173
금천구,천왕3팀,1826. 한신코아 앞,173
송파구,천호2팀,4862. 성내교 남단,173
은평구,상암3팀,959. 구파발10단지 인근,174
도봉구,도봉3팀,4075. 방학신동아아파트 11동 앞,174
송파구,천호2팀,4461. 한양3차아파트 3동 앞,175
강동구,천호1팀,3674. 강동리버스트7단지,175
은평구,상암2팀,4658. 녹번역1번출구앞,175
강서구,개화2팀,3765. 문소빌딩,175
강동구,천호1팀,3675. 강동리버스트8단지,175
성북구,훈련원2팀,1370. 복자사랑 피정의 집,176
서초구,이수3팀,4312. 반포미도2차아파트 옆,176
서초구,이수3팀,2547.포드서초서비스센터앞,176
서대문구,상암2팀,3107. 연희초등학교 앞,176
서초구,이수3팀,2280. 서울서초고용센터앞,176
노원구,도봉2팀,1660. 서울시립과학관,177
구로구,천왕1팀,2812.항동프라자,177
노원구,도봉1팀,1664. 노해근린공원내,177
관악구,이수2팀,3804. 낙성대공원,177
송파구,학여울2팀,4874. 탄천1교 하부보도,177
용산구,세종로 4팀,4627. 효창공원앞역 5번출구 옆,178
금천구,천왕3팀,1836. 금천구립 독산도서관,178
마포구,상암1팀,4234. 에스테반,179
송파구,천호2팀,2649.오금공원사거리2,179
성북구,훈련원2팀,1323. 월곡역 입구 육교 밑,179
중랑구,중랑3팀,1421. 신내역 4번출구,179
마포구,상암1팀,4251. 공덕역 경의선숲길 커뮤니티센터,179
강동구,천호1팀,1067.한영중고앞사거리,180
강북구,도봉4팀,1511. 번동 금호어울림아파트102동앞,180
강북구,도봉4팀,1538. 솔밭공원역,180
강동구,천호1팀,3686. 고덕 래미안 힐스테이트(101동),180
성북구,훈련원2팀,1316. 고려사대부속중고 건너편,181
마포구,상암1팀,4221. 솔리스타오피스텔(공덕동주민센터),182
금천구,천왕3팀,1809. LG전자 별관동(호서대 벤처타워 맞은편),182
관악구,이수2팀,2159. 인헌초교,182
마포구,상암1팀,424. 롯데하이마트 (상암월드컵점),182
강북구,도봉4팀,1539. 4.19민주묘지역,182
서초구,이수2팀,2281. 연세사랑병원신관앞,183
도봉구,도봉3팀,1732. 우리은행 앞,183
송파구,학여울2팀,2645.잠실나들목2(엘스아파트136동),183
용산구,세종로3팀,848. 삼각지12번 출구,183
