"자치구","대여소명","기준년월","대여건수","반납건수"
"강북구","1527. 미아역 1번 출구 뒤","202307","1035","1023"
"강북구","1528. 삼각산동 주민센터","202307","632","248"
"강북구","1529. 미아동 한국전력공사","202307","1932","1858"
"강북구","1530. 광산사거리","202307","1927","1905"
"강북구","1531. 미아사거리 1번 출구","202307","2655","2959"
"강북구","1532. 번3동 주민센터 교차로","202307","890","1010"
"강북구","1533. 번동 주공3, 4단지 교차로","202307","1272","1513"
"강북구","1535. 효성인텔리안 앞","202307","2462","2495"
"성동구","513. 뚝섬역 5번 출구 정류소 옆","202307","1553","1535"
"강북구","1536. 번동 두산위브 101동 옆","202307","942","765"
"노원구","1643. 태릉입구역 8번출구","202307","2255","2250"
"노원구","1646. 삼육대 입구","202307","467","417"
"노원구","1650. 중계근린공원내","202307","4793","4810"
"노원구","1651. 상계동 우방유쉘아파트 앞","202307","1382","1377"
"성동구","514. 성수사거리 버스정류장 앞","202307","3038","3115"
"노원구","1652. 파르코 앞","202307","307","326"
"노원구","1653. 노원역1번출구","202307","5902","6123"
"노원구","1654. 당고개입구 오거리","202307","963","917"
"노원구","1655. 공릉1단지아파트","202307","2718","2675"
"노원구","1656. 중앙하이츠 아파트 입구","202307","2454","2278"
"노원구","1657. 노원구청 ","202307","2039","2074"
"노원구","1659. 중계동 을지중학교","202307","1172","1009"
"노원구","1660. 서울시립과학관","202307","705","609"
"도봉구","1713. 쌍문동 이안아파트 앞","202307","474","157"
"광진구","515. 광양중학교 앞","202307","663","647"
"도봉구","1714. 도봉문화정보도서관 삼거리","202307","374","81"
"도봉구","1715. 서울특별시교육청도봉도서관","202307","1119","1078"
"도봉구","1716. 창동역 1번출구 건너편","202307","784","782"
"도봉구","1717. 시립창동운동장 입구","202307","402","341"
"도봉구","1719. 신도봉사거리 버스정류장","202307","936","970"
"도봉구","1720. 도봉구청 옆(중랑천변)","202307","1772","1802"
"도봉구","1721. 창동역 2번출구 ","202307","4307","5020"
"광진구","516. 광진메디칼 앞","202307","1810","1712"
"금천구","1839. 수출의 다리 아래","202307","908","911"
"금천구","1840. 솔브레인이엔지 뒤편","202307","1010","996"
"금천구","1841. 가산동 주민센터","202307","2095","2057"
"금천구","1842. 한울중학교","202307","354","120"
"금천구","1843. 독산고등학교","202307","582","484"
"금천구","1845. 롯데캐슬골드파크1차 서문","202307","804","724"
"금천구","1846. 롯데캐슬골드파크1차 동문","202307","1321","1304"
"금천구","1847. 독산주공 14단지 버스정류소","202307","240","225"
"금천구","1848. 벽산 디지털밸리 5차","202307","2099","2255"
"동작구","2058. 동작경찰서","202307","2714","3154"
"동작구","2059. 보라매공원 정문","202307","1606","1655"
"동작구","2060. 남성역3번출구 뒤","202307","1628","1943"
"동작구","2061. 한강 현대아파트 건너편","202307","66","32"
"동작구","2062. 사당새마을금고","202307","494","410"
"관악구","2159. 인헌초교","202307","309","294"
"서초구","2266. 서초역 3번출구","202307","835","818"
"중구","300. 정동사거리","202307","1124","1099"
"서초구","2268. 서초4동주민센터 ","202307","1107","1111"
"서초구","2269. 주홍교 하부","202307","368","239"
"서초구","2270. 서초포레스타 7단지","202307","309","298"
"서초구","2271. 내방역 8번출구 앞","202307","914","930"
"서초구","2272. 교대입구 교차로","202307","507","504"
"서초구","2273. 일동제약 사거리","202307","677","680"
"서초구","2274. 양재시민의숲역 3번출구","202307","1543","1540"
"서초구","2275. 염곡치안센터 건너편","202307","117","114"
"서초구","2276. 영동1교 (양재천근린공원)","202307","952","950"
"서초구","2277. 길마중4교 하부","202307","1226","1285"
"종로구","301. 경복궁역 7번출구 앞","202307","1094","1019"
"강남구","2362. 신사동 가로수길 입구","202307","839","780"
"강남구","2363. 강남 을지병원 교차로","202307","355","325"
"강남구","2364. 도산공원교차로","202307","529","542"
"강남구","2365. K+ 타워 앞","202307","720","720"
"강남구","2368. 도곡동 경남아파트 건너편","202307","309","248"
"강남구","2369. KT선릉타워","202307","1284","1283"
"강남구","2370. 한티역 3번출구","202307","437","346"
"종로구","302. 경복궁역 4번출구 뒤","202307","2387","2230"
"강남구","2371. 한국우편사업진흥원","202307","345","135"
"강남구","2372. 대치역 사거리","202307","1011","1039"
"강남구","2373. 개포동역 사거리","202307","723","672"
"강남구","2375. 수서역 1번출구 앞","202307","1271","1544"
"강남구","2376. 수서역 6번출구 앞","202307","410","433"
"강남구","2377. 수서역 5번출구","202307","2629","3031"
"서대문구","3100. 북성초교","202307","307","258"
"서대문구","3101. 서대문구청","202307","421","347"
"종로구","303. 광화문역 1번출구 앞","202307","3141","2862"
"서대문구","3102. 연희삼거리","202307","1490","1465"
"광진구","3506. 영동대교 북단","202307","2078","2098"
"광진구","3507. 어린이회관","202307","1040","771"
"광진구","3508. 화양사거리","202307","945","938"
"광진구","3509. 세종사이버대학교","202307","3297","3390"
"성동구","3511. 응봉역 1번출구","202307","3613","4008"
"성동구","3513. 상왕십리역 1번출구","202307","2619","1745"
"성동구","3514. 왕십리교회옆","202307","3413","3409"
"성동구","3515. 서울숲 관리사무소","202307","1576","1324"
"서대문구","115. 마스타 빌딩 앞","202307","946","702"
"성북구","1336. 성북3교 위","202307","1561","1481"
"성북구","1337. 돈암성당 옆","202307","1976","2050"
"성북구","1338. 용문2교 옆","202307","1672","1692"
"성북구","1339. 삼성전자서비스 성북센터","202307","1102","1161"
"성북구","1340. 광운초등학교 앞","202307","855","909"
"성북구","1342. 성북쉼터 앞","202307","277","67"
"성북구","1343. 한성대7번출구 앞","202307","874","785"
"성북구","1344. 아리랑시네센터 앞","202307","693","284"
"종로구","305. 종로구청 옆","202307","2365","2211"
"성북구","1346. 길음8골어린이공원 옆","202307","1087","940"
"성북구","1347. 길음래미안아파트817동 상가 앞","202307","645","627"
"성북구","1348. 성북제일새마을금고 본점 앞","202307","674","772"
"성북구","1349. 월계2교 버스정류장 앞","202307","724","714"
"성북구","1351. 안암2교 옆","202307","2209","2402"
"성북구","1352. e 편한세상 보문아파트 내","202307","282","131"
"성북구","1353. 금호어울림센터힐 내","202307","347","342"
"구로구","1956. 동아1차APT105동 버스정류장(신도림중학교 방면)","202307","1701","1689"
"구로구","1957. 구일고등학교 정문 ","202307","1933","2237"
"구로구","1958. 강서수도사업소민원센터","202307","2014","2155"
"구로구","1959. 구로구의회 앞","202307","1823","1986"
"구로구","1960. 구로거리공원 동측(신도림역 방면)","202307","1464","1293"
"구로구","1961. 신도림테크노근린공원","202307","6316","6437"
"구로구","1962. 가리봉동주민센터","202307","1574","1547"
"구로구","1964. 원메디타운 앞","202307","2295","2346"
"구로구","1965. 삼환로즈빌아파트 105동 옆","202307","1377","1223"
"구로구","1966. 한마을아파트 정문상가","202307","2000","1968"
"구로구","1967. 참새공원(백곡경노당)","202307","537","560"
"종로구","307. 서울역사박물관 앞","202307","1148","1075"
"구로구","1968. 동인오피스텔 건너편 소공원","202307","478","484"
"구로구","1969. 궁동생태공원","202307","215","193"
"구로구","1971. 오정초교 앞 보도육교","202307","224","167"
"구로구","1973. 오리로와 서해안도로 교차로 앞","202307","588","428"
"구로구","1974. 신도림2차e편한세상아파트 203동 앞","202307","1607","1436"
"구로구","1975. 대림역 1번 출입구 밑","202307","1631","1593"
"구로구","1976. 남구로역 5번 출입구 앞","202307","716","567"
"구로구","1977. 천왕역 1번 출입구 앞","202307","2137","1862"
"종로구","308. 광화문 S타워 앞","202307","3084","2566"
"구로구","1979. 구로1동우체국 앞","202307","368","374"
"구로구","1981. 천왕지구삼거리 앞","202307","887","1228"
"강남구","2380. 삼성동베이직하우스앞","202307","417","360"
"강남구","2381. 언주역 6번출구앞","202307","433","382"
"강남구","2382. 역삼동 sk뷰 501동앞","202307","454","453"
"강남구","2383. 보금자리정원","202307","353","403"
"강서구","1158. 가양역 8번출구","202307","5680","5973"
"종로구","309. 광화문역 6번출구 옆 B","202307","796","604"
"강서구","1159. 서서울모터리움 앞","202307","789","749"
"강서구","1160. 양천향교역 7번출구앞","202307","7080","7089"
"강서구","1161. 강서면허시험장 앞","202307","507","394"
"강서구","1162. 공항초등학교건너편","202307","3446","3441"
"강서구","1163. 방화동강서기동대앞","202307","4119","4169"
"관악구","2164. 관악우체국","202307","2539","2573"
"중구","310. 청계광장 옆","202307","1760","1454"
"관악구","2165. JK장평타워","202307","336","270"
"관악구","2167. 낙성대역 1번출구","202307","667","670"
"광진구","3518. 군자역 7번출구뒤","202307","4775","4767"
"관악구","2169. 봉천역 2번출구","202307","1833","1844"
"관악구","2170. 조원동 강남힐병원","202307","1401","1418"
"광진구","3517. 용마사거리","202307","2073","2182"
"관악구","2172. 나들목공원","202307","733","634"
"관악구","2173. 당곡사거리","202307","3759","3812"
"관악구","2174. 삼성디지털프라자관악점","202307","832","782"
"관악구","2175. 신림동걷고싶은문화의거리입구","202307","2120","2186"
"광진구","3516. 구의아리수정수센터앞","202307","892","825"
"구로구","1983. 구로동롯데아파트","202307","1114","1039"
"구로구","1984. 구로구청","202307","1972","2034"
"구로구","1985. 구로도서관","202307","4140","3937"
"금천구","1849. 대륭포스트타워5차","202307","665","660"
"금천구","1850. 코오롱테크노밸리","202307","318","320"
"노원구","1661. 당현천근린공원","202307","2136","2045"
"노원구","1662. 노원역7번출구","202307","3188","3308"
"노원구","1663. 동해문화예술관앞","202307","2656","2720"
"노원구","1664. 노해근린공원내","202307","507","502"
"노원구","1665. 양지근린공원앞","202307","1526","1075"
"노원구","1666. 노원소방서인근","202307","854","768"
"노원구","1667. 중계중학교","202307","1975","1947"
"노원구","1668. 중계역 6번출구","202307","3063","3352"
"노원구","1669. 중계역 3번출구","202307","2600","2559"
"노원구","1670. 노원경찰서교차로","202307","1893","1796"
"노원구","1671. 인덕대학교","202307","644","859"
"노원구","1672. 상계동수락리버시티","202307","827","834"
"노원구","1674. 서울북부고용센터앞","202307","3397","3379"
"도봉구","1722. 창동청소년수련관","202307","1230","1151"
"도봉구","1723. 방학동학마을도서관","202307","678","682"
"도봉구","1725. 창1동주민센터","202307","778","872"
"도봉구","1726. 삼익세라믹아파트교차로","202307","1169","1127"
"도봉구","1727. 서울도봉초등학교인근","202307","764","718"
"동대문구","646. 장한평역 1번출구","202307","5411","6694"
"동대문구","647. 신이문역 1번출구","202307","1106","1198"
"종로구","314. 국립현대미술관","202307","1240","1237"
"동대문구","648. 장안동위더스빌옆","202307","3820","3860"
"동대문구","650. 중랑교사거리","202307","1442","1325"
"서초구","2279. 교대역 5번출구뒤","202307","1645","1680"
"서초구","2280. 서울서초고용센터앞","202307","558","493"
"서초구","2281. 연세사랑병원신관앞","202307","412","419"
"서초구","2283. 그룹한빌딩옆","202307","198","75"
"서초구","2284. CJ오쇼핑앞","202307","186","99"
"서초구","2285. LH서초3단지 301동 맞은편","202307","337","336"
"서초구","2286. 탑성마을입구","202307","44","21"
"서초구","2287. 능안마을입구","202307","48","9"
"서초구","2288. 안골마을입구","202307","50","36"
"서초구","2289. 남태령역 2번출구","202307","120","45"
"성북구","1354. 고려대학교 2번출구","202307","2044","2176"
"종로구","316. 종각역 1번출구 앞","202307","2460","2435"
"영등포구","275. 신동아아파트","202307","3391","3449"
"영등포구","276. 영등포로터리2","202307","1871","1850"
"영등포구","278. 쌍용플레티넘오피스텔","202307","3063","2967"
"용산구","827. 국군복지단","202307","380","337"
"용산구","828. 숙대입구역 8번","202307","1168","1237"
"용산구","829. 한강대교 북단 교차로","202307","1798","1735"
"용산구","830. 강변삼성스위트아파트 앞","202307","344","334"
"용산구","831. 이태원관광특구입구A(녹사평역쪽)","202307","120","117"
"은평구","954. 은평뉴타운구파발9단지","202307","874","955"
"은평구","956. 응암시장교차로","202307","2276","2775"
"중랑구","1449. 상봉역 1번출구","202307","2499","2526"
"중랑구","1450. 화랑대역 7번출구","202307","1959","2236"
"중랑구","1451. 중랑세무서","202307","2628","2775"
"중랑구","1452. 겸재교 진입부","202307","2894","3341"
"관악구","2171. 서울대입구역 5번출구","202307","1824","1806"
"강서구","1165. 마곡중학교 후문","202307","1606","1313"
"용산구","832. 이촌1동 주민센터 뒤","202307","1422","1457"
"중구","318. 광교사거리 남측","202307","1026","1023"
"용산구","834. 효창공원앞역 3번출구 뒤","202307","1657","1796"
"용산구","835. 남영역 건너편","202307","1653","1758"
"용산구","836. 현대자동차서비스 앞","202307","744","787"
"용산구","837. 한남나들목 입구","202307","1452","1520"
"중랑구","1453. 중랑캠핑숲","202307","160","149"
"중랑구","1454. 한국전력공사(동대문 중랑지사)","202307","1171","1191"
"성북구","1355. 보문2교","202307","2961","3356"
"노원구","1675. 월계문화체육센터","202307","340","265"
"노원구","1677. 육군사관학교  앞","202307","1544","1737"
"양천구","749. 이대목동병원보도육교","202307","1510","1635"
"강서구","1166. 강서구립등빛도서관","202307","5631","5600"
"강서구","1167. 마곡수명산파크3단지 교차로","202307","4514","4502"
"영등포구","279. 영등포 푸르지오 아파트 B","202307","2005","1824"
"동작구","2064. 흑석한강푸르지오 106동앞","202307","58","45"
"동작구","2065. 서울시여성가족재단","202307","520","522"
"관악구","2176. 보라매공원 보도육교","202307","2521","2459"
"중구","320. 을지로입구역 4번출구 앞","202307","1479","1481"
"서초구","2293. SPC 앞","202307","804","770"
"서초구","2294. 두상빌딩 앞","202307","1641","1694"
"강남구","2384. 자곡사거리","202307","1886","2103"
"강남구","2385. 학동역","202307","520","507"
"강남구","2386. 크린랩 본사","202307","339","200"
"송파구","1275. 거여초등학교 옆","202307","720","785"
"중구","321. KEB 하나금융그룹 명동사옥 옆","202307","996","985"
"강동구","1049. 강일리버파크 10단지","202307","828","922"
"종로구","393. 동대문역 8번 출구","202307","2989","3033"
"종로구","394. 경희궁 자이 3단지","202307","1283","1399"
"종로구","395. 경희궁 자이 2단지","202307","1198","1176"
"중랑구","1455. 상봉역 2번 출구","202307","2647","2655"
"용산구","838. 숙대입구역 4번출구","202307","1801","1932"
"광진구","3520. 광진경찰서","202307","3451","3462"
"광진구","3521. 현대홈타운 뒷길","202307","386","377"
"중구","322. 명동성당 앞","202307","523","497"
"중랑구","1456. 상아빌딩(우림시장 교차로)","202307","1564","1698"
"중랑구","1457. 동원사거리","202307","676","666"
"성북구","1357. 북한산보국문역","202307","361","329"
"성북구","1358. 정릉도서관 앞","202307","707","726"
"성북구","1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞","202307","966","977"
"성북구","1360. 정릉역","202307","695","780"
"강북구","1537. 북한산 우이역","202307","538","466"
"강북구","1538. 솔밭공원역","202307","358","351"
"강북구","1539. 4.19민주묘지역","202307","1027","1058"
"강북구","1540. 가오리역","202307","1269","1278"
"강북구","1541. 삼양역","202307","182","173"
"강북구","1542. 삼양사거리역","202307","445","442"
"노원구","1678. 성서대학교 밀알관","202307","385","335"
"노원구","1679. 삼육대 도서관","202307","312","196"
"노원구","1680. 삼육대 제3과학관","202307","72","35"
"마포구","427. 성산시영아파트","202307","1910","2028"
"양천구","750. 연의근린공원 건너편","202307","999","1250"
"중구","324. 신세계백화점 본점 앞","202307","934","890"
"양천구","752. 성원2차 아파트","202307","1183","963"
"강서구","1168. 마곡엠밸리10단지 앞","202307","2021","1851"
"금천구","1851. 가산디지털단지 9번출구 인근","202307","3733","3723"
"서초구","2297. 남부터미널역 1번출구","202307","649","557"
"서초구","2299. 한전아트센터 앞","202307","883","831"
"강남구","2387. 래미안강남힐즈 사거리","202307","974","1013"
"송파구","1277. 성내7교","202307","1166","1201"
"송파구","1278. 송파구청 교차로","202307","1972","2008"
"송파구","1279. 마천금호어울림 1차아파트 건너편","202307","414","411"
"송파구","1280. 송파파크데일 2단지입구 앞 주차장","202307","607","609"
"송파구","1282. 송파소방서 맞은편(성내4교)","202307","1984","2213"
"송파구","1283. 오금공원 사거리","202307","129","109"
"송파구","1285. 위례별 유치원 뒤","202307","487","473"
"송파구","1286. 위례중앙푸르지오 1단지 앞","202307","1254","1222"
"송파구","1287. 위례아이파크 101동 맞은편","202307","575","558"
"송파구","1288. 문정중교 사거리","202307","1250","1182"
"종로구","326. 안국역 5번출구 앞","202307","1532","1210"
"강동구","1050.  둔촌역 3번 출입구","202307","5032","5037"
"강동구","1051. 강일중,선사고 버스정류장(신암중학교 방면)","202307","1319","1383"
"송파구","1289. 풍납토성 서성벽터B","202307","761","793"
"강북구","1543. 수유1동 주민센터","202307","747","732"
"성북구","1361. 홍익중고 입구","202307","1316","1063"
"노원구","1681. 현대6차 아파트","202307","1763","1428"
"노원구","1682. 중계종합사회복지관 교차로","202307","689","686"
"광진구","3510. 중곡SK아파트앞","202307","712","670"
"광진구","3524. 세종대학교","202307","197","195"
"광진구","3523. 건국대학교 과학관(이과대) 앞","202307","966","1005"
"종로구","327. 낙원상가 옆","202307","1667","1656"
"종로구","397. 종묘공영주차장 건너편","202307","514","456"
"강남구","2388. 강남구 도시관리공단","202307","550","258"
"도봉구","1728. 서울북부지방법원","202307","370","327"
"중구","398. 을지로3가역 3번출구","202307","1948","1912"
"중구","399. 서울역 센트럴 자이아파트","202307","815","537"
"중구","428. 명보사거리","202307","788","695"
"중구","429. 송도병원","202307","191","106"
"중구","430. 장충동먹자골목 앞","202307","1054","1190"
"종로구","328. 탑골공원 앞","202307","786","755"
"중구","431. 청계천 영도교","202307","3839","3818"
"용산구","839. 보광동 삼성리버빌아파트 앞","202307","724","771"
"용산구","840. 용산 파크타워 앞","202307","471","457"
"용산구","841. 신용산역 1번 출구","202307","2097","2095"
"용산구","843. 이태원관광특구B(용산구청쪽)","202307","323","261"
"용산구","844. 이촌2동 동원베네스트 아파트 앞","202307","1236","1355"
"동대문구","652. 답십리 래미안엘파인아파트 입구","202307","938","1007"
"동대문구","654. 전농동 텃골공원","202307","1086","766"
"종로구","329. 청계2가 사거리 옆","202307","1747","1654"
"중랑구","1458. 상봉터미널2","202307","2811","2828"
"중랑구","1459. 용마한신아파트사거리","202307","310","262"
"성북구","1362. 보문역6번출구 앞","202307","1502","1608"
"성북구","1363. 보문4교 인근","202307","2501","2770"
"성북구","1364. 성북동 치안센터 앞","202307","972","879"
"성북구","1365. 선잠단지 앞","202307","324","259"
"성북구","1366. 일신초등학교 옆","202307","318","348"
"성북구","1367. 길음문화복합미디어센터","202307","602","659"
"성북구","1368. 성신여대입구 교차로","202307","918","986"
"도봉구","1729. 도봉한신아파트 버스정류장","202307","1323","1342"
"도봉구","1730. 도봉산역 교차로 앞","202307","313","316"
"도봉구","1731. 도봉고등학교 맞은편","202307","240","167"
"도봉구","1732. 방학역사거리","202307","752","828"
"도봉구","1733. 방학사거리 (봄마당 앞)","202307","912","926"
"도봉구","1734. 쌍문현대1차아파트 108동 앞","202307","835","719"
"도봉구","1735. 도봉역 1,2번 출구사이 건너편","202307","1226","1233"
"도봉구","1736. 버스정류장 앞","202307","503","369"
"도봉구","1737. 신창시장","202307","2065","2317"
"중구","331. 을지로2가 사거리 북측","202307","896","889"
"도봉구","1738. 창동주공17단지 상가앞","202307","1747","1868"
"노원구","1683. 노원문화예술회관","202307","2178","2170"
"노원구","1684. 태릉입구역 5번출구","202307","3787","3794"
"노원구","1685. 불암고등학교 앞 횡단보도","202307","1728","1705"
"노원구","1686. 상계주공10단지 종합상가 앞","202307","2025","2018"
"은평구","958. 본 서부병원 버스정류장(은평 세무서 방면)","202307","1421","1510"
"중구","332. 을지로2가 사거리 남측","202307","850","841"
"은평구","959. 구파발10단지 인근","202307","305","307"
"은평구","960. 구파발역 환승센터","202307","718","1043"
"은평구","961. 불광역 9번 출구","202307","1648","1657"
"은평구","962. 은평뉴타운 힐데스하임","202307","1399","1414"
"은평구","963. 대호프라자아파트","202307","1100","1077"
"은평구","964. 북한산힐스테이트 7차아파트","202307","490","387"
"은평구","965. 서울특별시 은평병원","202307","479","183"
"은평구","966. 서울혁신파크1","202307","240","233"
"은평구","967. 서울혁신파크2","202307","344","347"
"은평구","968. 은평뉴타운 상림마을 13단지","202307","154","105"
"은평구","969. 은평 지웰테라스","202307","248","236"
"서대문구","3103. 홍제삼거리 북측","202307","1406","1395"
"서대문구","3104. e편한세상 신촌4단지 앞","202307","859","819"
"서대문구","3105. 홍은센트레빌 아파트 앞","202307","432","214"
"마포구","432. 마포중앙도서관","202307","289","69"
"양천구","754. 목동1단지아파트 118동 앞","202307","2519","2515"
"양천구","755. 목동1단지아파트 상가 앞","202307","3653","3665"
"양천구","756. 목동주차장","202307","1736","1770"
"양천구","757. 신정이펜하우스 1단지아파트 입구 사거리","202307","862","580"
"양천구","758. 한사랑교회 앞","202307","1502","1482"
"마포구","111. 상수역 2번출구 앞","202307","744","748"
"종로구","334. 종로3가역 2번출구 뒤","202307","1553","1457"
"양천구","759. 보아스아파트 앞","202307","1003","1184"
"양천구","760. 잣절보도육교 아래","202307","722","629"
"양천구","762. 오목로 무중력지대 앞","202307","561","561"
"양천구","763. 목동11단지 아파트","202307","1818","1693"
"강서구","1169. 염창역 1번 출구","202307","3124","3173"
"강서구","1170. 강서구보건소","202307","1086","690"
"강서구","1171. 염창동 새마을금고 건너편","202307","1284","1334"
"강서구","1172. 가양3동 주민센터","202307","2324","2690"
"종로구","335. 종로3가역 15번출구 앞","202307","1185","1183"
"강서구","1173. 강서구청사거리(SH타워)","202307","4103","3914"
"강서구","1174. 강서구청사거리(부민병원)","202307","1630","1640"
"강서구","1175. 대한항공 인력개발센터","202307","1790","1323"
"강서구","1177. 수명중?고교","202307","2360","2498"
"강서구","1178. 개화산역 2번 출구","202307","1231","1207"
"강서구","1180. 마곡엠밸리 15단지(1502동) 건너편","202307","3566","3614"
"강서구","1181. 농수산식품공사 (강서지사)","202307","309","383"
"강서구","1182. KBS 스포츠월드","202307","3738","3725"
"중구","336. 충무로역 6번출구 앞","202307","1501","1147"
"강서구","1183. KC 대학교","202307","459","312"
"구로구","1986. 태평양물산빌딩","202307","3923","4020"
"구로구","1987. 개봉아이파크아파트 앞","202307","1225","1419"
"구로구","1988. 고척LIGA아파트 앞","202307","2362","2509"
"구로구","1991. 오류동역 맞은편","202307","1676","1956"
"구로구","1992. 구로구배드민턴실내체육관 앞","202307","715","738"
"구로구","1993. 금강수목원아파트 앞","202307","699","716"
"구로구","1994. 삼성전자 물류센터 앞","202307","1788","1753"
"종로구","337. 창경궁 입구","202307","761","775"
"구로구","1996. 구일역 1번 출입구 앞","202307","2339","2341"
"금천구","1853. 서울디자인직업전문학교 앞","202307","595","580"
"금천구","1854. 가산아네스트 오피스텔 앞","202307","854","387"
"금천구","1855. 성지아파트 옆 도로변","202307","204","207"
"금천구","1856. 모두의학교","202307","943","949"
