대여소 그룹,팀명,대여소 명,대여 건수
동작구,이수2팀,2068. 총신대 앞(육교),137
종로구,세종로1팀,3403.서울특별시 교육청,137
종로구,세종로1팀,447. 신영동삼거리,137
용산구,세종로3팀,803. 한남초교 앞 보도육교,139
강동구,천호1팀,1082.중앙보훈병원역3번출구,139
서초구,이수1팀,4323. 내곡도서관,139
중구,훈련원1팀,381. 장충체육관,140
송파구,천호2팀,4853. 송파 안전체험교육관,148
강북구,도봉4팀,1550.삼각산아이원아파트(105동 옆),148
서초구,이수1팀,2541.옛골 입구,148
구로구,천왕1팀,2810.항동지구 3단지 311동 앞,149
강남구,학여울1팀,3648. 구룡역 4번 출구,152
서초구,이수3팀,2282. 방배래미안아트힐 101동앞,154
중구,세종로 4팀,4782. 서소문역사공원,154
종로구,세종로1팀,4702. 평창동 주민센터,155
용산구,세종로3팀,4637. 용산시티파크 101동 앞,156
중구,세종로 4팀,4760. 서울역 7번출구,158
강남구,학여울1팀,3622. 은마아파트입구 사거리(1),159
은평구,상암3팀,924. 메뚜기다리,161
노원구,도봉2팀,4044. 공릉산 백세문 입구,162
성북구,훈련원2팀,4415. 미아초교버스승강장,162
성북구,훈련원2팀,1379.길음뉴타운푸르지오아파트 3단지,162
강남구,학여울2팀,3610. 윗반마을 입구,163
강남구,학여울1팀,2395. 개포1단지아파트 입구 (보도육교),164
성동구,중랑2팀,3532. 왕십리KCC스위첸아파트,164
종로구,세종로1팀,3430.구기치안센터 앞,166
은평구,상암3팀,991.흥국사 정류장,167
중구,훈련원1팀,429. 송도병원,168
강동구,천호1팀,1052. 리싸이클시티,168
양천구,개화4팀,4538. 양천공영차고지,169
영등포구,영남3팀,200. 국회의원회관,171
강남구,학여울1팀,2352. 서울본부세관(건설회관 앞),172
서초구,이수1팀,2207. 내곡파출소 뒤 정자,172
서초구,이수3팀,4332. 이수교차로,175
중구,훈련원1팀,4777. 약수동 주민센터,177
종로구,세종로1팀,486. 평창동주민센터 앞,178
용산구,세종로3팀,4612. 한남 준 J.FSS 앞,178
관악구,이수2팀,2199.신봉천주유소 A,179
성동구,중랑2팀,564. 금호역 3번출구,179
양천구,천왕1팀,4541. 갈산문화예술센터,181
강서구,개화1팀,3781. 강서아동복지센터,182
성북구,훈련원2팀,1342. 성북쉼터 앞,183
서대문구,상암2팀,4265. 안산초등학교 앞,185
구로구,천왕1팀,2805.구로자원순환센터,186
서초구,이수3팀,4305. 서일스포츠센터,189
강남구,학여울1팀,2392. 구룡산 입구 (구룡산 서울둘레길 입구),195
서초구,이수1팀,2248. 서초리슈빌S 글로벌 앞,196
서초구,이수2팀,2284. CJ오쇼핑앞,196
성동구,중랑2팀,523. 옥수동성당 옆,196
양천구,개화4팀,4523. 구립양천어르신요양센터,198
서초구,이수1팀,2257. 청계산 입구 삼거리,198
중구,세종로 4팀,4772. 중앙일보,202
용산구,세종로 4팀,4638. 청파동삼거리 앞,203
중랑구,중랑3팀,1424. 양원역 2번출구,204
종로구,세종로1팀,3431.로제우스 레포츠센터,204
동작구,이수2팀,4178. 이수성결교회 옆,204
성동구,중랑2팀,556. 달맞이공원,206
은평구,상암3팀,969. 은평 지웰테라스,206
강남구,학여울2팀,2401. 밀알학교 입구 (삼성서울병원 입구),207
서초구,이수3팀,2210. 반포1동 주민센터 앞,207
서초구,이수2팀,2225.백석예술대학교 제3캠퍼스 앞,208
송파구,천호2팀,4479. 문정중학교,208
강남구,학여울1팀,3615. 서울 논현동우체국 앞,209
은평구,상암3팀,937. 상림마을 롯데캐슬2단지 옆,209
송파구,학여울2팀,1242. 문정 법조단지6,209
서초구,이수3팀,2510. JW타워,212
은평구,상암3팀,4668. 기자촌사거리,213
은평구,상암3팀,968. 은평뉴타운 상림마을 13단지,214
강남구,학여울1팀,2347. 두산건설 본사,215
구로구,천왕1팀,2809.항동지구 11단지 1103동 앞,218
구로구,천왕1팀,2806.항동지구 4단지 입구,218
구로구,천왕1팀,3922. 서울남부교정시설 앞,219
용산구,세종로 4팀,4617. 동원베네스트 건너편,219
동작구,이수2팀,2092.흑석한강푸르지오(110동),219
중구,세종로 4팀,443.호암아트홀,220
서초구,이수1팀,4309. 서초케이타운앞,220
용산구,세종로3팀,4623. 라인프랜즈이태원점 앞,221
서초구,이수3팀,4327. 몽마르뜨공원입구,221
송파구,학여울2팀,2659.서울친환경유통센터,221
관악구,영남2팀,2141. 미림여고입구 교차로,223
금천구,천왕3팀,1866.서울안천초등학교 옆,224
강남구,학여울1팀,2386. 크린랩 본사,224
동작구,이수2팀,2061. 한강 현대아파트 건너편,224
강동구,천호1팀,1039. 고덕초등학교,224
중랑구,중랑3팀,1467.sk신내 주유소앞(용마산로),226
강북구,도봉4팀,1572. 우이동 먹거리마을,227
서초구,이수3팀,2533.한가람미술관 앞,229
동작구,이수2팀,2079.중앙대학교 중앙광장,229
강동구,천호1팀,1007.암사동 선사유적지,230
구로구,천왕1팀,2807.항동지구 1단지 105동 앞,231
서초구,이수1팀,4310. 염곡동(염통골) 입구,231
중구,세종로 4팀,4801. 충정로역 2호선(엘리베이터 앞),232
송파구,학여울2팀,1250.문정2동 주민센터,232
중랑구,중랑3팀,1422. 신내우디안아파트 1단지,235
구로구,천왕1팀,3915. 동선아파트 앞,236
송파구,학여울2팀,4488. 문현중.고등학교 사이,238
강남구,학여울1팀,2334. 삼호아파트 2동 ( 간선도로),239
동작구,이수2팀,4177. 롯데캐슬 101동 앞,240
종로구,세종로2팀,465. 삼청공원 앞,240
강동구,천호1팀,1066.생태공원앞 교차로(조명탑),241
마포구,상암1팀,4239. 성산2동 주민센터,243
강동구,천호1팀,1089.고덕 래미안힐스테이트(201동),244
서초구,이수3팀,2532.국립국악원 앞,244
은평구,상암3팀,921. 신도고등학교,245
강남구,학여울1팀,2304. 대현그린타워,246
동작구,이수2팀,2040. 비계 버스정류소,246
은평구,상암3팀,938. 금암 문화공원,247
서초구,이수2팀,2226. 신동아럭스빌아파트 앞,247
금천구,천왕3팀,3967. 혜명양로원 담장 옆(2),248
구로구,천왕1팀,3910. 목양전원교회 앞 로터리,248
영등포구,영남3팀,4584. 국회2문,249
강남구,학여울1팀,3649. 구룡역 5번 출구,250
중랑구,중랑3팀,1445. 용마지구대,250
용산구,세종로3팀,854.HID 유족동지회 앞,251
강동구,천호1팀,3652. 한영외국어고등학교,251
성동구,중랑2팀,3556.신금호파크자이APT앞,253
강남구,이수3팀,4907. 극동스포츠 앞,254
금천구,천왕3팀,1855. 성지아파트 옆 도로변,256
중랑구,중랑3팀,4830. 신내 우디안 111동 앞,257
노원구,도봉2팀,4021. 중계본동 입구,257
강동구,천호1팀,3698. 명일역 3번출구 옆,258
중구,세종로 4팀,384. 종로학원본원,259
송파구,천호2팀,1283. 오금공원 사거리,259
구로구,천왕1팀,3911. 항동하버리안2단지아파트 후문,261
용산구,세종로3팀,855.이촌역5번출구 앞,261
용산구,세종로3팀,831. 이태원관광특구입구,262
중랑구,중랑3팀,1427. 용마산역 1번출구,263
동작구,이수2팀,2093.상도SH빌아파트 입구,264
성동구,중랑2팀,3531. 논골사거리(금호도서관 입구),267
은평구,상암3팀,4681.박석고개(은평소방서) 앞,268
금천구,천왕3팀,1861.IBK기업은행 석수역 지점 앞,270
광진구,중랑1팀,3563.구의7단지현대아파트,270
서초구,이수3팀,2545.국립중앙도서관(국제회의장옆),270
용산구,세종로3팀,4611. 국제루터교회 앞,271
광진구,중랑1팀,3524. 세종대학교,271
송파구,천호2팀,4896. 위례포레샤인15단지,274
금천구,천왕3팀,3970. 시흥4동주민센터 앞,274
강남구,학여울1팀,3647. 구룡역 1번 출구,275
마포구,상암1팀,3005.마포구청 청사내,276
종로구,세종로1팀,3429.HW컨벤션센터 앞,276
노원구,도봉2팀,1675. 월계문화체육센터,278
강남구,학여울1팀,2311. 학동로 래미안 아파트 앞,278
강북구,도봉4팀,1541. 삼양역,279
강동구,천호1팀,1062. 고덕숲 아이파크 2,280
강남구,학여울2팀,2425.세곡동 사거리(대왕초등학교 정류장),280
구로구,천왕1팀,2808.항동지구 2단지 202동 앞,282
서초구,이수1팀,4319. 삼성전자R&D어린이집 뒤,282
강남구,학여울1팀,2398. 더라움,283
강남구,학여울1팀,2417.선정릉 디캠프(D.CAMP)앞,285
은평구,상암3팀,945. 기자촌 사거리,287
서초구,이수1팀,2249. 우솔초등학교 맞은편,287
금천구,천왕3팀,3972. 산기슭공원 앞,287
동작구,이수2팀,2064. 흑석한강푸르지오 106동앞,287
서초구,이수3팀,2517.서초3교(효령로69길 방면),287
강남구,학여울1팀,3621. 휘문고교 사거리,289
강남구,학여울1팀,3616. 역삼중학교 앞(체육관 방향),289
금천구,천왕3팀,1864.산호시티빌 옆,290
영등포구,영남3팀,297.국회3문,290
성북구,훈련원2팀,1393.돈암육교 하단,291
용산구,세종로3팀,4613. 서울갤러리아 앞,291
서초구,이수3팀,2269. 주홍교 하부,292
은평구,상암3팀,974.연신초등학교옆 마을마당,294
마포구,상암1팀,4221. 솔리스타오피스텔(공덕동주민센터),297
성북구,훈련원2팀,1376. 한국과학기술연구원 중문,297
관악구,이수2팀,2130. 영어마을 관악캠프,299
강남구,학여울2팀,2403. 공무원연금매점 교차로 (개포주공9단지 입구),299
성북구,훈련원2팀,1377. 한국과학기술연구원 북문,300
중랑구,중랑3팀,1435. 능산삼거리,300
동작구,이수2팀,4153. 흑석동효사정앞,300
종로구,세종로1팀,3428.서울미술관,300
서대문구,상암2팀,4262. 서대문자연사박물관 입구,301
마포구,상암1팀,432. 마포중앙도서관,301
강남구,학여울2팀,3602. 한국지역난방공사강남지사,302
송파구,천호2팀,4473. 마천금호어울림 1차 102동앞,302
금천구,천왕3팀,1842. 한울중학교,304
구로구,천왕1팀,3902. 항동지구5단지 501동 앞,304
은평구,상암2팀,934. 신사동 성당,305
영등포구,영남3팀,5852. 대림동현대2차 201동 앞,305
은평구,상암3팀,4672. 준빌딩 앞,307
서대문구,상암2팀,3111.무악재역 4번 출구,307
강남구,학여울1팀,2350. 래미안그레이튼102동앞,307
용산구,세종로3팀,4639. 동빙고근린공원,308
도봉구,도봉3팀,1730. 도봉산역 교차로 앞,308
성동구,중랑2팀,3561.행당동 삼부APT후문,312
중랑구,중랑3팀,1453. 중랑캠핑숲,312
마포구,상암1팀,422. 문화비축기지,314
강남구,학여울2팀,3624. 대모산입구역 7번 출구 앞,315
서대문구,상암2팀,3126.남가좌동 제2공영주차장,315
서대문구,상암1팀,4266.국민연금공단충정로사옥,316
중랑구,중랑3팀,1406. 망우청소년수련관,317
강동구,천호1팀,3539. 서원마을,317
관악구,이수2팀,3810. 신봉천주유소 B,317
성북구,훈련원2팀,1392.돈암삼성풍림아파트,319
중구,훈련원1팀,483.남산타운아파트 버스정류장,319
금천구,천왕3팀,1816. 금천폭포공원 앞,320
송파구,천호2팀,4879. 마천청소년센터,321
금천구,천왕3팀,3973. 독산2동주민센터 앞,321
용산구,세종로3팀,812. 용산전쟁기념관,321
구로구,천왕1팀,3920. 개봉역2번출구 B,322
금천구,천왕3팀,1857. 주공14단지,323
구로구,천왕1팀,1951. 천왕이펜하우스 4단지 후문,325
서초구,이수2팀,2283. 그룹한빌딩옆,326
광진구,중랑1팀,3503. 광진유진스웰,326
금천구,천왕3팀,1836. 금천구립 독산도서관,327
서초구,이수3팀,2519.서초2교(사임당로 방면),328
서초구,이수3팀,2235.KT 서초지사 앞,329
강남구,학여울2팀,2383. 보금자리정원,329
강남구,이수3팀,4903. 신사스퀘어,331
강남구,학여울1팀,2354. 청담역 2번출구,331
중랑구,중랑3팀,1410. 면목 대원칸타빌아파트,332
강서구,개화1팀,1200. 개화광역환승센터,334
강남구,학여울1팀,2371. 한국우편사업진흥원,334
광진구,중랑1팀,3564.나루마당,334
송파구,천호2팀,4461. 한양3차아파트 3동 앞,336
동작구,이수2팀,2078.흑석 아크로리버하임(103동),338
서대문구,상암1팀,3100. 북성초교,338
동대문구,훈련원4팀,608. 전농삼성아파트,339
강서구,개화1팀,1101. 개화동상사마을종점 버스정류장,339
동대문구,훈련원4팀,681.서울특별시 동부교육지원청(육교),340
종로구,훈련원1팀,3401.창신두산아파트,341
서초구,이수3팀,4304. 서울고앞,343
성북구,훈련원2팀,1353. 금호어울림센터힐 내,343
은평구,상암3팀,994.북한산생태공원입구(교통섬),343
동작구,영남2팀,4158. 노량진근린공원,345
강북구,도봉4팀,1558.강북문화정보도서관,349
성북구,훈련원2팀,1304. 만해공원,350
용산구,세종로 4팀,4625. 용산공원갤러리앞,350
서초구,이수1팀,2256.양재동 꽃시장 입구,351
용산구,세종로3팀,4632. 용산 푸르지오 파크타운 1단지 앞,351
서초구,이수1팀,2203. 청계산입구역 2번출구,351
용산구,세종로3팀,802. 한강진역 2번 출구 앞,352
은평구,상암3팀,992.북한산입구 정류장,352
은평구,상암3팀,977.신도중학교앞,353
중랑구,중랑3팀,4834. 용마복지센터 앞,354
금천구,천왕3팀,1847. 독산주공 14단지 버스정류소,354
강남구,학여울2팀,3611. 방죽마을 입구,355
서초구,이수3팀,4312. 반포미도2차아파트 옆,357
성동구,중랑2팀,3530. 왕십리자이아파트 후문(삼거리),357
강남구,학여울1팀,3620. 청담역 11번 출구,357
송파구,천호2팀,4892. 성내유수지 체육공원,358
서대문구,상암1팀,3114.충정로역 3번 출구,359
강북구,도봉4팀,3714. 송천센트레빌,360
성동구,중랑2팀,3551.성동도로사업소,362
송파구,천호2팀,2609. 보성중고등학교 후문 앞,363
서초구,이수3팀,2548.반포1동 자율방범초소 옆,363
영등포구,영남3팀,4585. 국회6문,363
성동구,중랑2팀,3555.양지사거리(센트라스APT 115동앞),364
송파구,천호2팀,4881. 거여동사거리 송파둘레길 입구,364
중랑구,중랑3팀,4802. 새우개마을,364
금천구,천왕3팀,1820. 신한은행 시흥대로금융센터지점,366
금천구,천왕3팀,3974. 안천중학교,369
강남구,학여울2팀,3637. 세곡데이케어센터,369
용산구,세종로3팀,4608. 국립중앙박물관 정문 앞,369
영등포구,영남3팀,4580. 국회3문,369
구로구,천왕1팀,2817.천왕이펜하우스5단지 앞,371
금천구,천왕2팀,1850. 코오롱테크노밸리,372
종로구,세종로1팀,451. 청와대앞길,373
구로구,천왕1팀,1969. 궁동생태공원,373
동작구,이수2팀,2038. 동작역 7번출구,374
종로구,세종로1팀,3427.인왕산 아이파크 정문,375
용산구,세종로 4팀,823. 효창동주민센터 앞,376
강남구,학여울1팀,2363. 강남 을지병원 교차로,378
용산구,세종로3팀,858.녹사평역3번 출구,378
서초구,이수3팀,4315. 이투스교육 앞,380
동작구,이수2팀,2071. 대림아파트 후문 상가 옆,381
강북구,도봉4팀,1538. 솔밭공원역,383
서대문구,상암2팀,3105. 홍은센트레빌 아파트 앞,383
중랑구,중랑3팀,1463.중랑구민회관,383
동대문구,훈련원4팀,616. 서울시립대 앞,383
강서구,개화1팀,1196. 서울식물원(문화센터) 건너편,383
서초구,이수1팀,2516.본마을 노인복지센터 앞,384
영등포구,영남3팀,4583. 의정관,384
강남구,학여울1팀,2349. 역삼빌딩 앞(하나은행 옆),384
강서구,개화2팀,1181. 농수산식품공사 (강서지사),385
영등포구,영남3팀,295.영등포공원 분수대 앞,386
중랑구,중랑3팀,1459. 용마한신아파트사거리,386
관악구,영남2팀,2184. 구암초등학교 버스정류장,387
구로구,천왕1팀,2804.항동지구 6단지 602동 앞,387
금천구,천왕3팀,1852. 혜명양로원 담장 옆,387
영등포구,영남3팀,4582. 국회도서관,388
서대문구,상암1팀,3117.이화여대 인문관 인근,390
강동구,천호1팀,1038. 강일 다솜 어린이 공원,391
서대문구,상암2팀,3109.북한산더? 106동 앞,391
강남구,학여울1팀,2390. 구룡마을 입구 (래미안블레스티지 아파트),392
종로구,세종로2팀,352. 중앙고입구 삼거리,392
중구,세종로 4팀,435. SK 남산빌딩,393
관악구,이수2팀,2165. JK장평타워,394
중구,세종로 4팀,442.서울역 서부,395
종로구,세종로1팀,3426.독립문역 2번출구 뒤,396
도봉구,도봉3팀,1703. 도봉산광역환승센터앞,396
중랑구,중랑3팀,4840. 서울시 북부병원 앞,397
금천구,천왕3팀,1823. 상신정비공업 앞,399
종로구,훈련원1팀,3402.이화공영주차장,399
은평구,상암2팀,4684. 응암2동주민센터 버스정류장(영락중학교 방면),400
도봉구,도봉3팀,1756.서울북부광역등기국,400
중구,세종로 4팀,4752. 삼성사이버빌리지아파트,400
마포구,상암1팀,4234. 에스테반,400
중랑구,중랑3팀,1426. 면목도시개발아파트 1동 앞,401
구로구,천왕1팀,2814.항동지구 10단지 1001동 앞,401
도봉구,도봉3팀,1728. 서울북부지방법원,403
구로구,천왕2팀,1979. 구로1동우체국 앞,403
금천구,천왕3팀,1858. 500번·507번 버스 종점 앞,405
성북구,훈련원2팀,1316. 고려사대부속중고 건너편,406
성동구,중랑2팀,569. 응봉현대아파트 정류소,406
강동구,천호1팀,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),408
강동구,천호1팀,1054. 말우물 어린이 공원,409
성북구,훈련원2팀,1370. 복자사랑 피정의 집,409
은평구,상암3팀,973.제각말푸르지오 5-1단지 아파트,410
강북구,도봉4팀,3703. 신성교회 앞,412
강서구,개화2팀,3766. 강서문화센터,413
용산구,세종로 4팀,4602. 숙명여대앞 버스정류소 주변,414
강남구,학여울1팀,2309. 청담역(우리들병원 앞),416
성북구,훈련원2팀,1314. 정릉꿈에그린1단지 201동 앞,416
강남구,이수3팀,2406. 논현동 광명빌딩 앞,417
성북구,훈련원2팀,1365. 선잠단지 앞,418
강동구,천호1팀,3672. 고덕중학교 후문,418
강북구,도봉4팀,1510. 번동주공5단지 관리사무소 앞,418
마포구,상암1팀,127. 현대벤처빌 앞,419
관악구,이수2팀,3806. 낙성대 교수아파트,420
송파구,학여울2팀,4885. 가든파이브 리빙관,421
종로구,세종로1팀,449. 일성아파트,421
중구,훈련원1팀,428. 명보사거리,421
서대문구,상암1팀,173. 서대문역 8번출구 앞,422
중랑구,중랑3팀,4811. 한양수자인아파트 앞,423
동작구,영남2팀,2057. 상도 아이파크 아파트,424
서대문구,상암2팀,161. 무악재역1번 출구,425
관악구,영남2팀,3310.영락고등학교,425
강남구,학여울1팀,2427.개포고등학교 정문앞,425
서초구,이수1팀,4329. SC제일은행 양재동지점 앞,427
서초구,이수1팀,2285. LH서초3단지 301동 맞은편,427
양천구,천왕1팀,724. 계남공원 입구 주출입구 좌측,428
강동구,천호1팀,1006. 롯데캐슬 115동앞,429
강동구,천호1팀,1071.명일근린공원공동체텃밭,431
종로구,훈련원1팀,4703. 쌍용아파트2단지 정문,433
동작구,영남2팀,4162. 노량진1동 청소년독서실,434
동작구,이수2팀,2041. 사당중학교 버스정류소,436
마포구,상암1팀,494.신수동주민센터,436
송파구,학여울2팀,1263. 장지공영차고지,436
용산구,세종로 4팀,830. 청암자이아파트앞,436
동대문구,훈련원4팀,679.전농SK아파트 앞,438
강남구,학여울1팀,2305. MCM 본사 직영점 앞,439
강북구,도봉4팀,1513. 강북구청 뒷편,443
강남구,학여울1팀,3646. 선정릉역 4번 출구,443
마포구,상암1팀,410. 상암중학교 옆,446
서초구,이수1팀,2258.구룡사 삼거리,447
금천구,천왕3팀,1865.금천구청앞(M빌딩),449
중구,세종로2팀,4761. 탐앤탐스 을지로3가점,449
은평구,상암3팀,959. 구파발10단지 인근,449
중구,세종로2팀,4784. 중부경찰서앞 사거리,450
서대문구,상암1팀,171. 임광빌딩 앞,452
송파구,천호2팀,4888. 둔촌오륜역 2번출구,452
송파구,학여울2팀,1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑,453
용산구,세종로3팀,4609. 파크타워 104동 앞,457
도봉구,도봉3팀,1757.솔밭공원역 1번출구 앞,457
강남구,학여울1팀,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),458
노원구,도봉1팀,1635. 상계3.4동 주민센터 대여소,458
강남구,학여울1팀,3630. 개포우성6차아파트 정문 앞,458
성북구,훈련원2팀,1315. 고려사대부속중고 정문,461
중구,세종로2팀,4762. 국제빌딩,462
광진구,중랑1팀,3521. 현대홈타운 뒷길,464
도봉구,도봉3팀,1714. 도봉문화정보도서관 삼거리,464
중랑구,중랑3팀,4827. 신내SK V1센터 앞,465
강남구,이수1팀,3634. 국악고교 앞 교차로,465
은평구,상암3팀,4667. 폭포동입구 교차로,467
강남구,학여울1팀,2382. 역삼동 sk뷰 501동앞,467
성북구,훈련원2팀,1323. 월곡역 입구 육교 밑,467
강북구,도봉4팀,1573.현대성우아파트 옆,468
송파구,천호2팀,5751. 송파여성축구장,469
서초구,이수2팀,2223. 방배래미안 정문 앞,470
관악구,이수2팀,3802. 관악구민체육센터,472
용산구,세종로3팀,867.서빙고역 광장(1번출구),472
은평구,상암3팀,966. 서울혁신파크1,473
송파구,학여울2팀,4490. 송파파인타운 10단지 1005동,474
강동구,천호1팀,1053. 동명근린공원 진입로 (아리수로),474
강남구,학여울1팀,2326. 대치동 삼성로,474
동작구,이수2팀,2094.숭실대학교(중문),474
중랑구,중랑3팀,4815. 중랑데시앙플렉스 앞,475
은평구,상암2팀,978.녹번 힐스테이트상가앞,475
금천구,천왕3팀,1868.우리은행 시흥남자동화점 앞,476
강남구,학여울2팀,2351. 청소년수련관(수영장)앞,478
강동구,천호1팀,3659. 명일초등학교 옆,479
송파구,천호2팀,2649.오금공원사거리2,479
강서구,개화1팀,1188. 롯데중앙연구소,480
은평구,상암3팀,952. 서울연신중학교,480
강동구,천호1팀,3661. 명일동신동아아파트 앞,480
관악구,이수2팀,3307.봉천고개 육교,483
강남구,학여울1팀,2329. 르네상스호텔사거리 역삼지하보도 2번출구,484
구로구,천왕1팀,1971. 오정초교 앞 보도육교,485
강남구,학여울1팀,2368. 도곡동 경남아파트 건너편,485
서대문구,상암1팀,159. 이대역 4번 출구,486
마포구,상암1팀,4247. 서울서부지방법원등기국앞,486
도봉구,도봉3팀,1731. 도봉고등학교 맞은편,487
은평구,상암3팀,928. 은평역사한옥박물관,487
서초구,이수3팀,2535.신반포역 3번출구 뒤,488
강동구,천호1팀,1037. 강일리버파크 6단지,489
영등포구,영남3팀,4581. 국회소통관,490
중랑구,중랑3팀,4807. 라코지스테이 앞,490
서초구,이수3팀,2520.서초1교 (진흥아파트 방면),490
강남구,학여울1팀,2307. 압구정 한양 3차 아파트,492
용산구,세종로3팀,4622. 한강중학교 앞 버스정류장,495
송파구,천호2팀,4883. 위례포레샤인18단지 1812동,497
용산구,세종로3팀,4607. 국립중앙박물관 -용산가족공원 앞,498
용산구,세종로 4팀,4636. 용산구꿈나무종합타운 앞,498
강서구,개화2팀,1161. 강서면허시험장 앞,499
용산구,세종로 4팀,851.효창 푸르지오 앞,499
관악구,이수2팀,3804. 낙성대공원,499
노원구,도봉1팀,4043. 상계주공13단지 1301동,500
강동구,천호1팀,3682. 길동 동호빌딩,506
중구,세종로2팀,4776. 신세계면세점,506
노원구,도봉2팀,4040. 공릉로 26길,507
은평구,상암3팀,964. 북한산힐스테이트 7차아파트,507
강남구,학여울1팀,2380. 삼성동베이직하우스앞,508
중랑구,중랑3팀,1477.면목삼익아파트 앞,509
강서구,개화2팀,3799. 국립항공박물관,509
성북구,훈련원2팀,1366. 일신초등학교 옆,509
구로구,천왕2팀,2825.초롱타운 앞,509
용산구,세종로3팀,869.노들섬 동측 앞,510
도봉구,도봉3팀,4064. 신창아파트 입구 앞,510
강남구,학여울1팀,2370. 한티역 3번출구,511
용산구,세종로 4팀,4604. 원효로다목적체육관 앞,512
서대문구,상암2팀,164. 북가좌1동 주민센터,512
서초구,이수3팀,2280. 서울서초고용센터앞,513
강남구,학여울2팀,2376. 수서역 6번출구 앞,513
구로구,천왕2팀,1910. 낙원교회 맞은편,513
서초구,이수1팀,2270. 서초포레스타 7단지,515
강남구,학여울1팀,2388. 강남구 도시관리공단,515
송파구,천호2팀,1213. 백토공원 앞,516
서초구,이수3팀,2272. 교대입구 교차로,517
은평구,상암2팀,971. 역촌 센트레빌 아파트,519
서초구,이수1팀,2241.양재전화국 사거리,520
중구,훈련원1팀,479.동대입구역 3번 출구,521
양천구,개화4팀,4516. 신진빌라,521
동작구,이수2팀,2083.흑석롯데캐슬에듀포레(107동),522
금천구,천왕3팀,1819. 금천구청 앞 자전거거치대,523
성동구,중랑2팀,534. 금호사거리,527
강동구,천호1팀,1034. 고덕동 래미안 힐스테이트,528
성동구,중랑2팀,3547.상왕십리역 6번 출입구,528
성동구,중랑2팀,522. 금호역 1번출구 앞,528
강북구,도봉4팀,1571.북서울 꿈의 숲 입구,529
강남구,학여울1팀,2428.롯데리아 개포점앞,530
은평구,상암3팀,967. 서울혁신파크2,530
구로구,천왕1팀,1967. 참새공원(백곡경노당),530
서대문구,상암1팀,3134.SK리쳄블(상수도사업본부),530
강동구,천호1팀,3654. 강동리버스트4단지아파트 405동 앞,531
마포구,상암1팀,120. 신수동 사거리,532
서초구,이수3팀,2502. 서초역1번출구 앞,533
강남구,학여울1팀,2318. 삼성중앙역4번출구(문화센터더 리빌),534
강남구,학여울1팀,2323. 주식회사 오뚜기 정문 앞,534
용산구,세종로3팀,822. 이촌1동 마을공원,535
강남구,학여울1팀,2381. 언주역 6번출구앞,536
송파구,천호2팀,4882. 위례포레샤인18단지 1802동,537
강북구,도봉4팀,1522. 월드전기조명인테리어(우이동),538
